fecha,precio_btc,mercado_cap_btc,total_volumen_btc,precio_ethereum,mercado_cap_ethereum,total_volumen_ethereum,precio_tether,mercado_cap_tether, total_volumen_tether,precio_binance,mercado_caps_binance,total_volumen_binance
2020-07-31,11325.5515272739,208933774575.1489,22329797905.441616,346.00350607288686,38794882275.39032,11638423647.390888,0.9998258309447353,10778488966.5884,27673049712.20945,20.693955717192168,3060607052.3759594,236980556.8841673
2020-08-01,11812.094307268515,217741425308.62857,26198946496.277836,387.94242117124685,43411673380.48453,15379516251.5158,1.0003823391626192,10941249518.541092,35103857611.16588,21.602045818170808,3199992932.004054,277265421.70421046
2020-08-02,11066.306240590267,204126077224.646,27584591853.069736,370.7323024312388,41469942047.79405,15202899455.056835,0.9996852745748808,11062349221.834326,40139374760.16904,20.907934984515915,3086470430.666615,315451499.9332235
2020-08-03,11230.907762749297,207218525401.74573,20583344056.841503,386.24744771780877,43272376856.193855,11174150665.410692,0.9996909524520027,11118634671.41413,28941879575.674217,21.95591965275125,3239321258.8805118,279416796.59802943
2020-08-04,11181.917508034885,206583502227.55646,20527193170.963608,389.3830083498991,43787281284.318275,12113993540.45853,0.9999228489344085,11182209134.55455,28762359113.653934,22.262851677672508,3293276431.1433253,246028383.432916
2020-08-05,11719.26352395155,216249264843.70206,22359870185.20913,400.18436250317995,44844619093.01642,10578439440.459143,1.0022256661426105,11252929576.204271,27504907872.25747,23.258103117077056,3438061584.3995376,350188271.6294137
2020-08-06,11768.127742240009,217128467890.10898,21793317050.968628,394.5417454611831,44217734699.095276,11175559421.02824,1.0002328767193225,11334228793.937506,27830621831.799835,22.727115837134946,3370982469.604111,262793562.791695
2020-08-07,11571.487980683192,213579066889.25037,21624736673.079872,379.1351558498163,42541561650.30221,12469778424.949451,1.0018618660810585,11495140099.99963,31470497321.42682,22.19926947187335,3278820417.3771663,334483626.1144872
2020-08-08,11739.131006414418,216526346494.08014,17286825185.217506,391.47843864211467,43821378072.89572,7446547697.815684,1.0003472559721576,11578515768.948843,25882723936.216022,22.868892057353534,3378074822.8434706,246134097.37599334
2020-08-09,11682.851469154939,215621627427.59085,17051550190.814676,389.62293111291143,43682388559.8162,5940323179.041791,0.9999290279500811,11650317901.938906,26752535463.02327,22.42038767132576,3315615444.52618,224819393.0913663
2020-08-10,11862.938012702563,218920276229.41245,24145919191.344177,395.20991365718925,44298575284.664795,12717549263.402819,1.000243294063204,11698790361.505043,34055074962.86306,22.57428903780444,3339788962.5250287,241187735.45758697
2020-08-11,11398.671060896633,210825577055.42203,24448699831.26472,379.17476395275435,42639702440.41078,13124713653.81531,1.0022439532890934,11858746977.85641,35736281858.61371,21.133878144094165,3114747466.7359214,328915622.616668
2020-08-12,11579.867951602135,213770877597.90494,22803776234.97776,387.50053082397886,43436076387.69582,12808587803.77308,1.0007612140055704,11896892578.11066,34892410681.11405,21.60059011305779,3188863589.722237,270049274.1905097
2020-08-13,11817.164038803397,217185020504.78033,24755770184.138535,427.49026536796873,47693538253.1255,17422050835.673008,1.0009565636468256,12000642229.353857,38251376244.93908,21.76114130202024,3215330089.174842,286251052.123591
2020-08-14,11777.391322489924,216916952670.3025,21650925951.996807,438.7625874702974,49022330904.64755,15546677422.815374,1.0016586302905082,12238797982.615112,33091182634.2067,23.024404503993193,3404939838.3994946,385009628.8177579
2020-08-15,11864.905810156475,219049736823.3334,21285690552.515503,432.6546652389318,48462771178.61529,10265309385.857273,0.9977856104499537,12215059078.065254,34427440251.3976,22.90796258336114,3387732401.9469113,283594972.62556607
2020-08-16,11901.776488302461,219750735622.69547,19209711614.40851,433.43186093211244,48635333662.57019,12680404379.026093,1.0005424679335526,12248808990.550749,32550433816.11491,23.47471960773288,3473865123.87327,284809741.52866864
2020-08-17,12272.465808160425,226536103501.8635,25481896190.555748,430.03250508972275,48259667903.08671,11697848303.8365,1.0000522706099515,12392582270.175108,37455083629.70348,23.52633097478227,3476788975.014206,280196303.51109457
2020-08-18,11949.610970628193,220980135332.21396,24825715158.705486,422.10665286599425,47400903599.29812,12062999738.137259,0.9999182091436154,12603054668.447298,38397719107.35126,22.97380165407701,3397690721.6801467,271410617.3488436
2020-08-19,11733.278970862082,216660276172.5052,23384200655.888924,406.5744691821068,45642757811.590775,12854733824.945929,0.9993197292351323,12605339229.678223,36401433567.62797,22.307582956985765,3302382351.2778296,240981711.80246103
2020-08-20,11861.83657727968,219044968220.88754,20353349054.591465,416.46977582279794,46754739209.41609,10564357237.821798,1.0013397431718176,12660117156.639263,33184899863.669483,23.07262944423247,3414255884.599508,253331918.21161318
2020-08-21,11515.124298729217,212896669545.7498,23406354443.011192,386.8238914189483,43434501400.18814,12518435194.162006,1.000171572379541,12762557153.567696,39741010255.02947,22.094652464902527,3260640031.8602395,262582143.53376904
2020-08-22,11676.385305081287,215641597239.98148,19572783953.57896,395.88501828908585,44454504740.72998,10612983427.483643,0.9998248580996804,12812234222.111702,33313211681.41461,22.175839292385888,3277780668.5864797,207704017.55741757
2020-08-23,11647.928120934363,215347356765.4613,18467219109.184135,390.7891350477376,44021875258.788315,9775318835.217514,1.0001637869294975,12830042987.310995,30892345717.984447,21.837617728162876,3233813725.379268,191951846.5603934
2020-08-24,11758.828120368864,217410678530.35837,20061559392.103256,408.2691456317229,45914782850.88361,11007565809.594412,1.00056811386076,12895083175.921795,31753309180.466667,22.571494222389706,3336417081.5551314,198567502.87549114
2020-08-25,11350.753473213,209658632328.37,23423332918.936924,383.66214311829924,43097616381.47341,12857413913.19107,1.0001216574183889,12865507393.594837,37747754072.57855,21.452477453617824,3176756104.727373,246965279.2546199
2020-08-26,11465.002564032086,211778947737.22385,20869928785.800804,385.75249987492117,43337732292.52325,10454041361.377256,1.0004245518164088,12858452038.926846,34806112585.19398,22.225939657310363,3295697167.2175984,265829129.09790176
2020-08-27,11300.398363810944,208747591910.15524,21595917446.043972,381.8376513210842,42903096293.90094,10466849103.532475,1.0007343661432893,13028548270.094753,34566522790.59101,23.071884718613457,3411961399.9894276,298087776.5902209
2020-08-28,11519.118388160729,212799723684.94672,19271253870.82992,395.1382132386204,44402928843.0099,10196208352.394411,1.0010717425607174,13129348616.63307,30966170779.181282,23.06537998016267,3413764685.101583,275873858.950788
2020-08-29,11481.481823317012,212114842611.5429,18415439613.538937,399.374543834064,44884412904.61814,9631959320.390598,1.0003277649493327,13302097287.881546,31856478490.168427,22.991704969773377,3408734637.1192765,224020180.56624666
2020-08-30,11701.004008657852,216179629567.18042,19909556666.601448,428.2956791635218,48092923342.6494,12945668314.960146,0.999699808804962,13324009301.44109,34995843752.21526,23.62291042617998,3486695535.7498837,242465281.0725434
2020-08-31,11672.324104943627,215921598551.33038,21077276617.8664,435.6930232991007,49098776608.15353,14228693735.746506,0.9995239087165251,13325296846.57462,35149377246.8216,23.163433626535507,3429200221.899609,226364373.29574117
2020-09-01,11895.225345345636,221315690777.34525,25232603061.53493,475.6846642626859,54146717970.58548,18804560687.28111,1.0004480966239537,13442714263.558973,43238751763.63321,24.666511939506307,3678647220.13556,464622720.8644604
2020-09-02,11418.254756916149,210746091569.71368,26038738388.798878,439.35376021531494,49401551509.00041,19315593282.634296,0.9996798509247026,13625399575.189207,43203111185.57032,24.64635903957026,3644800878.5971384,598973209.7440873
2020-09-03,10197.459822768922,188438095255.46017,49411126240.51858,383.6915311779978,43135808902.68998,17364384113.17322,0.9945842912070889,13682958085.891354,42325734952.03127,20.516723360580535,3057090063.010929,610440504.7358899
2020-09-04,10484.470392265588,194040447575.93134,27623487077.06882,387.9040290939166,43627087090.328964,10260946593.268202,1.000524956828599,13944291389.99023,46189183373.40874,20.967279424968797,3101433925.4020534,513886862.9835712
2020-09-05,10177.789718049991,188092098308.3525,56430042198.69171,334.46859301354317,37655618254.050865,22254663654.420143,1.004826419242048,14146895238.991238,53094244103.058105,19.40743243842831,2870047729.5380454,418830419.4678139
2020-09-06,10260.0177277544,189621410257.03525,28801019507.333485,352.99300214607035,39710363028.2121,21920007828.96099,1.0007638412980615,14156780887.936438,47558729226.99162,23.236376313822095,3441897088.2076416,755431632.9076576
2020-09-07,10359.445216989981,191501904758.68698,26560146962.23275,351.8778602923998,39639961273.34071,14769191933.857542,1.000277846387707,14155492387.098202,43620239193.98532,22.31487527882162,3289616682.4529815,565967822.6691893
2020-09-08,10125.014956069688,186825391248.7263,47780699209.09236,337.84505193506857,37835807856.34224,14799132842.838894,1.0030785876122332,14249894735.416224,41522196713.78026,23.00880342091523,3391729400.819674,569283063.0351115
2020-09-09,10230.154699360752,188757938083.84296,21357083446.312523,351.2322670832359,39580368571.35996,13120851004.434223,0.9998683627287868,14336176672.98944,35189730702.499825,24.486045253548028,3606231301.6235266,467657915.7861689
2020-09-10,10342.159391205681,191180566587.0585,77545788530.61436,367.63892881000675,41300327191.463684,74747424441.3974,0.9999834242129534,14437687573.570017,43935764280.590225,24.41384260442618,3603704433.991752,480864281.37880474
2020-09-11,10378.223044584596,192111562749.9339,20796810115.947914,373.9149059897517,42135842526.32081,12937594458.734825,1.0003494390637715,14583424053.573727,35346029129.33285,25.389281087797873,3752802265.119167,443497208.2735328
2020-09-12,10439.38467226404,192997988416.4807,19955498078.251053,387.72351629002264,43393172173.54062,11465259432.878637,1.000341551095967,14699656953.527794,34624098988.29238,28.453207780628457,4189027940.767463,722048008.6022166
2020-09-13,10328.866065987393,190922719938.2308,21057424433.480133,365.695506306262,41170490544.06533,13172306578.937866,1.0007652107745593,14726592942.13541,36241617624.53248,31.117471967379696,4578726414.545887,1204406182.07132
